,TimeStamp,SNR,RAT
0,1622341148.899,3.1500000000000004,LTE
1,1622341148.909,-0.050000000000000266,LTE
2,1622341148.919,0.30000000000000004,LTE
3,1622341148.929,-0.65,LTE
4,1622341148.939,3.25,LTE
5,1622341148.949,0.1499999999999999,LTE
6,1622341148.96,-1.0,LTE
7,1622341148.969,-1.9999999999999998,LTE
8,1622341148.979,-1.05,LTE
9,1622341148.989,1.3499999999999999,LTE
10,1622341148.999,1.25,LTE
11,1622341149.009,2.35,LTE
12,1622341149.019,2.05,LTE
13,1622341149.029,3.5999999999999996,LTE
14,1622341149.039,0.19999999999999996,LTE
15,1622341149.049,-0.44999999999999996,LTE
16,1622341149.059,-1.6,LTE
17,1622341149.069,-0.09999999999999998,LTE
18,1622341149.079,-1.4000000000000001,LTE
19,1622341149.089,-0.15000000000000002,LTE
20,1622341149.099,-0.95,LTE
21,1622341149.109,1.75,LTE
22,1622341149.119,-0.65,LTE
23,1622341149.129,1.25,LTE
24,1622341149.149,0.7999999999999999,LTE
25,1622341149.159,4.65,LTE
26,1622341149.169,4.3,LTE
27,1622341149.179,-0.10000000000000009,LTE
28,1622341149.189,-0.2,LTE
29,1622341149.199,-0.04999999999999999,LTE
30,1622341149.209,2.2,LTE
31,1622341149.219,0.6000000000000001,LTE
32,1622341149.229,0.15000000000000002,LTE
33,1622341149.239,1.85,LTE
34,1622341149.249,3.1999999999999997,LTE
35,1622341149.259,4.65,LTE
36,1622341149.269,1.5,LTE
37,1622341149.279,3.75,LTE
38,1622341149.289,4.35,LTE
39,1622341149.299,2.0,LTE
40,1622341149.309,2.15,LTE
41,1622341149.319,1.5,LTE
42,1622341149.329,0.55,LTE
43,1622341149.339,1.0,LTE
44,1622341149.349,0.55,LTE
45,1622341149.36,1.4,LTE
46,1622341149.369,-0.75,LTE
47,1622341149.379,1.15,LTE
48,1622341149.389,1.9500000000000002,LTE
49,1622341149.399,0.19999999999999996,LTE
50,1622341149.409,0.55,LTE
51,1622341149.419,3.4000000000000004,LTE
52,1622341149.429,3.3499999999999996,LTE
53,1622341149.439,5.05,LTE
54,1622341149.449,3.55,LTE
55,1622341149.46,1.15,LTE
56,1622341149.469,2.3,LTE
57,1622341149.479,-0.49999999999999994,LTE
58,1622341149.489,0.7000000000000001,LTE
59,1622341149.499,2.15,LTE
60,1622341149.509,3.5999999999999996,LTE
61,1622341149.519,2.55,LTE
62,1622341149.529,5.0,LTE
63,1622341149.539,2.8499999999999996,LTE
64,1622341149.549,4.1,LTE
65,1622341149.559,0.5,LTE
66,1622341149.569,2.2,LTE
67,1622341149.579,1.7,LTE
68,1622341149.589,3.3000000000000003,LTE
69,1622341149.599,3.1,LTE
70,1622341149.609,1.9,LTE
71,1622341149.619,1.5,LTE
72,1622341149.629,0.75,LTE
73,1622341149.639,2.0,LTE
74,1622341149.649,1.3,LTE
75,1622341149.659,1.2,LTE
76,1622341149.669,0.25,LTE
77,1622341149.679,-0.04999999999999993,LTE
78,1622341149.689,-2.15,LTE
79,1622341149.699,2.95,LTE
80,1622341149.709,2.6,LTE
81,1622341149.719,0.85,LTE
82,1622341149.729,2.05,LTE
83,1622341149.739,2.25,LTE
84,1622341149.749,1.9500000000000002,LTE
85,1622341149.759,2.4,LTE
86,1622341149.769,2.4,LTE
87,1622341149.779,0.95,LTE
88,1622341149.789,5.35,LTE
89,1622341149.799,1.95,LTE
90,1622341149.809,2.55,LTE
91,1622341149.819,1.35,LTE
92,1622341149.829,2.35,LTE
93,1622341149.839,0.65,LTE
94,1622341149.849,1.9,LTE
95,1622341149.859,0.09999999999999987,LTE
96,1622341149.869,2.3,LTE
97,1622341149.879,2.6,LTE
98,1622341149.889,1.3499999999999999,LTE
99,1622341149.899,-1.0499999999999998,LTE
100,1622341149.909,0.8,LTE
101,1622341149.919,0.55,LTE
102,1622341149.929,4.6,LTE
103,1622341149.939,5.05,LTE
104,1622341149.949,0.0,LTE
105,1622341149.96,2.2,LTE
106,1622341149.969,2.45,LTE
107,1622341149.979,2.7,LTE
108,1622341149.989,1.4500000000000002,LTE
109,1622341149.999,2.55,LTE
110,1622341150.009,0.9,LTE
111,1622341150.019,0.15000000000000002,LTE
112,1622341150.029,0.10000000000000003,LTE
113,1622341150.039,0.15,LTE
114,1622341150.049,1.4,LTE
115,1622341150.059,1.8,LTE
116,1622341150.069,3.15,LTE
117,1622341150.079,0.55,LTE
118,1622341150.089,1.4,LTE
119,1622341150.1,2.6,LTE
120,1622341150.109,3.8499999999999996,LTE
121,1622341150.119,3.4,LTE
122,1622341150.129,0.5,LTE
123,1622341150.139,-0.09999999999999998,LTE
124,1622341150.149,0.65,LTE
125,1622341150.159,-1.9500000000000002,LTE
126,1622341150.169,-0.8,LTE
127,1622341150.179,-1.2999999999999998,LTE
128,1622341150.189,0.0,LTE
129,1622341150.199,0.44999999999999996,LTE
130,1622341150.209,2.05,LTE
131,1622341150.219,0.8999999999999999,LTE
132,1622341150.229,0.3999999999999999,LTE
133,1622341150.239,1.3499999999999999,LTE
134,1622341150.249,3.75,LTE
135,1622341150.259,3.3,LTE
136,1622341150.269,2.25,LTE
137,1622341150.279,2.1,LTE
138,1622341150.289,1.5,LTE
139,1622341150.299,-0.5999999999999999,LTE
140,1622341150.309,-0.6499999999999999,LTE
141,1622341150.319,-0.44999999999999996,LTE
142,1622341150.329,0.40000000000000013,LTE
143,1622341150.339,2.35,LTE
144,1622341150.349,-0.050000000000000044,LTE
145,1622341150.359,-3.15,LTE
146,1622341150.369,-1.7000000000000002,LTE
147,1622341150.379,-2.0500000000000003,LTE
148,1622341150.389,-3.0,LTE
149,1622341150.399,-1.75,LTE
150,1622341150.409,-0.34999999999999987,LTE
151,1622341150.419,-1.65,LTE
152,1622341150.429,0.09999999999999987,LTE
153,1622341150.439,0.9500000000000001,LTE
154,1622341150.449,0.8999999999999999,LTE
155,1622341150.459,-0.7500000000000001,LTE
156,1622341150.469,0.9500000000000002,LTE
157,1622341150.479,-1.0,LTE
158,1622341150.489,2.3000000000000003,LTE
159,1622341150.499,1.1,LTE
160,1622341150.509,-0.29999999999999993,LTE
161,1622341150.519,0.5,LTE
162,1622341150.529,4.2,LTE
