,TimeStamp,SNR,RAT
0,1631106003.956,7.6,LTE
1,1631106003.966,7.75,LTE
2,1631106003.976,6.75,LTE
3,1631106003.986,5.05,LTE
4,1631106003.996,4.7,LTE
5,1631106004.006,8.6,LTE
6,1631106004.016,5.65,LTE
7,1631106004.026,9.05,LTE
8,1631106004.036,9.05,LTE
9,1631106004.046,10.350000000000001,LTE
10,1631106004.056,10.85,LTE
11,1631106004.066,7.0,LTE
12,1631106004.076,5.4,LTE
13,1631106004.086,9.05,LTE
14,1631106004.096,7.25,LTE
15,1631106004.106,4.85,LTE
16,1631106004.116,3.85,LTE
17,1631106004.126,7.35,LTE
18,1631106004.136,5.5,LTE
19,1631106004.146,6.550000000000001,LTE
20,1631106004.156,4.9,LTE
21,1631106004.166,2.5999999999999996,LTE
22,1631106004.176,1.5999999999999999,LTE
23,1631106004.186,7.0,LTE
24,1631106004.196,8.5,LTE
25,1631106004.206,9.55,LTE
26,1631106004.216,6.75,LTE
27,1631106004.226,4.95,LTE
28,1631106004.236,8.2,LTE
29,1631106004.246,4.1,LTE
30,1631106004.256,5.7,LTE
31,1631106004.266,5.85,LTE
32,1631106004.276,9.3,LTE
33,1631106004.286,7.0,LTE
34,1631106004.296,-0.44999999999999996,LTE
35,1631106004.306,2.4000000000000004,LTE
36,1631106004.316,6.5,LTE
37,1631106004.326,2.9000000000000004,LTE
38,1631106004.336,5.05,LTE
39,1631106004.346,4.6,LTE
40,1631106004.356,4.85,LTE
41,1631106004.366,7.15,LTE
42,1631106004.376,2.35,LTE
43,1631106004.386,2.65,LTE
44,1631106004.396,4.2,LTE
45,1631106004.406,4.65,LTE
46,1631106004.416,4.2,LTE
47,1631106004.426,2.95,LTE
48,1631106004.436,1.85,LTE
49,1631106004.446,2.3,LTE
50,1631106004.458,0.6499999999999999,LTE
51,1631106004.466,3.05,LTE
52,1631106004.476,1.95,LTE
53,1631106004.486,4.1,LTE
54,1631106004.496,-3.3,LTE
55,1631106004.506,1.4500000000000002,LTE
56,1631106004.516,6.2,LTE
57,1631106004.526,3.4,LTE
58,1631106004.536,4.45,LTE
59,1631106004.546,2.85,LTE
60,1631106004.556,4.45,LTE
61,1631106004.566,3.3,LTE
62,1631106004.576,4.2,LTE
63,1631106004.586,4.85,LTE
64,1631106004.596,1.5,LTE
65,1631106004.606,3.6500000000000004,LTE
66,1631106004.616,3.75,LTE
67,1631106004.626,2.25,LTE
68,1631106004.636,1.6,LTE
69,1631106004.646,-0.75,LTE
70,1631106004.656,0.6,LTE
71,1631106004.666,0.8,LTE
72,1631106004.676,3.65,LTE
73,1631106004.686,3.0999999999999996,LTE
74,1631106004.696,2.2,LTE
75,1631106004.706,4.1,LTE
76,1631106004.716,4.4,LTE
77,1631106004.726,5.050000000000001,LTE
78,1631106004.736,5.1,LTE
79,1631106004.746,3.3499999999999996,LTE
80,1631106004.756,2.05,LTE
81,1631106004.766,3.3,LTE
82,1631106004.776,2.4,LTE
83,1631106004.786,2.7,LTE
84,1631106004.796,0.6,LTE
85,1631106004.806,5.8,LTE
86,1631106004.816,1.9,LTE
87,1631106004.826,1.85,LTE
88,1631106004.836,-0.6,LTE
89,1631106004.846,4.550000000000001,LTE
90,1631106004.856,6.1,LTE
91,1631106004.866,6.35,LTE
92,1631106004.876,0.44999999999999996,LTE
93,1631106004.886,3.4,LTE
94,1631106004.896,2.75,LTE
95,1631106004.906,3.95,LTE
96,1631106004.916,3.3,LTE
97,1631106004.926,5.6,LTE
98,1631106004.937,4.9,LTE
99,1631106004.946,2.8,LTE
100,1631106004.956,3.9,LTE
101,1631106004.966,1.9,LTE
102,1631106004.976,1.4,LTE
103,1631106004.986,2.7,LTE
104,1631106004.996,1.45,LTE
105,1631106005.006,3.95,LTE
106,1631106005.017,3.7,LTE
107,1631106005.026,0.75,LTE
108,1631106005.036,3.0500000000000003,LTE
109,1631106005.046,3.8499999999999996,LTE
110,1631106005.056,1.9500000000000002,LTE
111,1631106005.066,4.85,LTE
112,1631106005.076,1.6,LTE
113,1631106005.086,0.75,LTE
114,1631106005.096,-1.05,LTE
115,1631106005.106,-0.9000000000000001,LTE
116,1631106005.116,0.24999999999999994,LTE
117,1631106005.126,-2.6500000000000004,LTE
118,1631106005.136,3.8499999999999996,LTE
119,1631106005.146,3.55,LTE
120,1631106005.156,4.05,LTE
121,1631106005.166,2.9,LTE
122,1631106005.176,4.75,LTE
123,1631106005.186,4.2,LTE
124,1631106005.196,3.4000000000000004,LTE
125,1631106005.206,4.300000000000001,LTE
126,1631106005.216,3.2,LTE
127,1631106005.239,3.0999999999999996,LTE
128,1631106005.246,1.85,LTE
129,1631106005.258,-3.45,LTE
130,1631106005.266,-2.4499999999999997,LTE
131,1631106005.276,-3.5,LTE
132,1631106005.286,3.075,LTE
133,1631106005.296,4.325,LTE
134,1631106005.306,4.225,LTE
135,1631106005.316,0.1750000000000001,LTE
136,1631106005.326,-0.85,LTE
137,1631106005.336,1.0,LTE
138,1631106005.346,2.65,LTE
139,1631106005.356,4.0,LTE
140,1631106005.366,2.1,LTE
141,1631106005.377,3.0,LTE
142,1631106005.386,2.85,LTE
143,1631106005.396,4.199999999999999,LTE
144,1631106005.406,3.8499999999999996,LTE
145,1631106005.417,1.7,LTE
146,1631106005.426,1.85,LTE
147,1631106005.436,5.2,LTE
148,1631106005.446,3.8,LTE
149,1631106005.456,2.1,LTE
150,1631106005.466,-1.4,LTE
151,1631106005.476,1.2000000000000002,LTE
152,1631106005.486,2.55,LTE
153,1631106005.496,2.4,LTE
154,1631106005.506,-2.1,LTE
155,1631106005.516,-2.45,LTE
156,1631106005.526,-3.3,LTE
157,1631106005.536,-3.5,LTE
158,1631106005.546,-4.3,LTE
159,1631106005.556,1.5,LTE
160,1631106005.566,4.800000000000001,LTE
161,1631106005.576,4.35,LTE
162,1631106005.586,4.05,LTE
163,1631106005.596,2.75,LTE
164,1631106005.606,1.0,LTE
165,1631106005.616,2.1,LTE
166,1631106005.626,4.65,LTE
167,1631106005.636,0.9,LTE
168,1631106005.646,2.9499999999999997,LTE
169,1631106005.656,1.5999999999999999,LTE
170,1631106005.666,-1.5000000000000002,LTE
171,1631106005.676,-0.15000000000000002,LTE
172,1631106005.686,3.35,LTE
173,1631106005.697,3.05,LTE
174,1631106005.706,0.35000000000000003,LTE
175,1631106005.716,1.1,LTE
176,1631106005.726,-0.65,LTE
177,1631106005.736,0.65,LTE
178,1631106005.746,2.4,LTE
179,1631106005.756,0.5,LTE
180,1631106005.766,-2.0,LTE
181,1631106005.776,-0.15000000000000002,LTE
182,1631106005.786,0.95,LTE
183,1631106005.798,1.75,LTE
184,1631106006.061,22.3,LTE
185,1631106006.12,25.1,LTE
186,1631106006.147,25.1,LTE
187,1631106006.157,26.4,LTE
188,1631106006.167,25.7,LTE
189,1631106006.177,24.9,LTE
190,1631106006.186,24.85,LTE
191,1631106006.217,24.549999999999997,LTE
192,1631106006.227,19.4,LTE
193,1631106006.237,24.6,LTE
