,TimeStamp,SNR,RAT
0,1631334906.686,1.0,LTE
1,1631334906.696,-2.1999999999999997,LTE
2,1631334906.706,0.25,LTE
3,1631334906.716,-1.7,LTE
4,1631334906.726,0.09999999999999998,LTE
5,1631334906.736,-0.6000000000000001,LTE
6,1631334906.746,0.75,LTE
7,1631334906.757,0.8,LTE
8,1631334906.766,0.30000000000000004,LTE
9,1631334906.776,-0.35,LTE
10,1631334906.786,2.35,LTE
11,1631334906.796,2.4000000000000004,LTE
12,1631334906.806,2.0,LTE
13,1631334906.816,-0.15000000000000002,LTE
14,1631334906.826,0.0,LTE
15,1631334906.836,-3.45,LTE
16,1631334906.846,-0.1499999999999999,LTE
17,1631334906.856,-2.65,LTE
18,1631334906.866,-3.4,LTE
19,1631334906.877,1.3499999999999999,LTE
20,1631334906.886,0.95,LTE
21,1631334906.896,-0.45000000000000007,LTE
22,1631334906.906,2.5,LTE
23,1631334906.916,1.95,LTE
24,1631334906.926,2.4,LTE
25,1631334906.936,2.45,LTE
26,1631334906.946,2.6,LTE
27,1631334906.957,2.85,LTE
28,1631334906.966,2.6,LTE
29,1631334906.976,1.4500000000000002,LTE
30,1631334906.986,0.35000000000000003,LTE
31,1631334906.996,1.25,LTE
32,1631334907.006,1.25,LTE
33,1631334907.016,0.9500000000000001,LTE
34,1631334907.027,2.65,LTE
35,1631334907.036,0.9000000000000001,LTE
36,1631334907.046,0.95,LTE
37,1631334907.056,0.5,LTE
38,1631334907.066,0.30000000000000004,LTE
39,1631334907.076,-3.0,LTE
40,1631334907.086,0.6500000000000001,LTE
41,1631334907.096,-0.6500000000000001,LTE
42,1631334907.106,1.35,LTE
43,1631334907.116,0.5499999999999999,LTE
44,1631334907.126,-0.34999999999999987,LTE
45,1631334907.136,-1.3,LTE
46,1631334907.146,0.30000000000000004,LTE
47,1631334907.157,-0.34999999999999987,LTE
48,1631334907.166,-0.5499999999999998,LTE
49,1631334907.176,0.6,LTE
50,1631334907.186,0.7000000000000002,LTE
51,1631334907.196,0.8999999999999999,LTE
52,1631334907.206,0.6499999999999999,LTE
53,1631334907.216,0.35,LTE
54,1631334907.226,0.85,LTE
55,1631334907.236,-1.05,LTE
56,1631334907.246,-0.10000000000000009,LTE
57,1631334907.256,-1.75,LTE
58,1631334907.266,0.35,LTE
59,1631334907.276,-1.3,LTE
60,1631334907.286,-2.0500000000000003,LTE
61,1631334907.296,-1.7,LTE
62,1631334907.306,0.05000000000000002,LTE
63,1631334907.317,-1.7000000000000002,LTE
64,1631334907.326,-1.0,LTE
65,1631334907.336,-5.550000000000001,LTE
66,1631334907.346,-2.45,LTE
67,1631334907.356,-4.75,LTE
68,1631334907.366,-1.8,LTE
69,1631334907.376,-4.6,LTE
