,TimeStamp,SNR,RAT
0,1631333409.728,9.25,LTE
1,1631333409.768,11.2,LTE
2,1631333409.808,9.0,LTE
3,1631333409.822,8.95,LTE
4,1631333409.848,8.65,LTE
5,1631333409.888,7.1,LTE
6,1631333409.928,8.45,LTE
7,1631333409.968,6.199999999999999,LTE
8,1631333410.008,6.25,LTE
9,1631333410.048,6.7,LTE
10,1631333410.088,8.95,LTE
11,1631333410.128,9.2,LTE
12,1631333410.168,8.65,LTE
13,1631333410.208,9.95,LTE
14,1631333410.248,11.7,LTE
15,1631333410.288,8.6,LTE
16,1631333410.328,10.850000000000001,LTE
17,1631333410.368,7.9,LTE
18,1631333410.408,4.0,LTE
19,1631333410.448,8.2,LTE
20,1631333410.488,9.850000000000001,LTE
21,1631333410.528,9.1,LTE
22,1631333410.568,10.35,LTE
23,1631333410.609,10.0,LTE
24,1631333410.648,8.55,LTE
25,1631333410.688,9.2,LTE
26,1631333410.728,5.6,LTE
27,1631333410.769,8.65,LTE
28,1631333410.808,9.45,LTE
29,1631333410.848,8.6,LTE
30,1631333410.888,9.25,LTE
31,1631333410.928,9.55,LTE
32,1631333410.968,6.9,LTE
33,1631333411.008,8.75,LTE
34,1631333411.048,7.550000000000001,LTE
35,1631333411.088,6.949999999999999,LTE
36,1631333411.128,8.45,LTE
37,1631333411.168,2.55,LTE
38,1631333411.208,6.050000000000001,LTE
39,1631333411.249,3.25,LTE
40,1631333411.288,6.449999999999999,LTE
41,1631333411.328,5.550000000000001,LTE
42,1631333411.368,2.05,LTE
43,1631333411.408,6.199999999999999,LTE
44,1631333411.448,4.6,LTE
45,1631333411.488,5.85,LTE
46,1631333411.502,4.8,LTE
47,1631333412.321,1.5999999999999999,LTE
48,1631333413.602,-4.05,LTE
49,1631333414.882,-18.75,LTE
50,1631333416.161,-11.2,LTE
51,1631333416.602,-1.5999999999999999,LTE
52,1631333416.609,0.15000000000000002,LTE
53,1631333416.619,0.09999999999999998,LTE
54,1631333416.629,0.29999999999999993,LTE
55,1631333416.639,-2.4,LTE
56,1631333416.649,-2.45,LTE
57,1631333416.659,-2.8000000000000003,LTE
58,1631333416.669,-2.55,LTE
59,1631333416.679,-1.5499999999999998,LTE
60,1631333416.689,-1.0,LTE
61,1631333416.727,-1.2499999999999998,LTE
62,1631333416.767,0.5,LTE
63,1631333416.805,-0.44999999999999996,LTE
64,1631333416.815,-0.4,LTE
65,1631333416.846,-2.0,LTE
66,1631333416.887,-0.9,LTE
67,1631333416.928,1.2000000000000002,LTE
68,1631333416.964,0.5,LTE
69,1631333417.008,0.34999999999999987,LTE
70,1631333417.047,0.95,LTE
71,1631333417.088,2.9,LTE
72,1631333417.126,1.65,LTE
73,1631333417.168,-0.44999999999999973,LTE
74,1631333417.207,1.05,LTE
75,1631333417.247,2.2,LTE
76,1631333417.286,5.1,LTE
77,1631333417.328,5.0,LTE
78,1631333417.367,1.6500000000000001,LTE
79,1631333417.406,3.75,LTE
80,1631333417.446,4.6,LTE
81,1631333417.486,2.5,LTE
82,1631333417.528,0.29999999999999993,LTE
83,1631333417.566,3.3,LTE
84,1631333417.606,3.9499999999999997,LTE
85,1631333417.647,5.1,LTE
86,1631333417.686,8.8,LTE
87,1631333417.726,1.7000000000000002,LTE
88,1631333417.767,3.15,LTE
89,1631333417.806,6.35,LTE
90,1631333417.846,7.949999999999999,LTE
91,1631333417.863,6.5,LTE
92,1631333417.879,10.35,LTE
93,1631333417.887,5.75,LTE
94,1631333417.905,13.6,LTE
95,1631333417.926,10.25,LTE
96,1631333417.966,12.45,LTE
97,1631333418.006,7.2,LTE
98,1631333418.047,11.649999999999999,LTE
99,1631333418.088,10.25,LTE
100,1631333418.127,12.45,LTE
101,1631333418.166,12.05,LTE
102,1631333418.204,9.8,LTE
103,1631333418.247,8.95,LTE
104,1631333418.287,10.8,LTE
105,1631333418.327,6.449999999999999,LTE
106,1631333418.366,11.25,LTE
107,1631333418.408,10.600000000000001,LTE
108,1631333418.446,9.85,LTE
109,1631333418.486,6.5,LTE
110,1631333418.527,10.0,LTE
111,1631333418.568,4.699999999999999,LTE
112,1631333418.606,9.399999999999999,LTE
113,1631333418.646,11.55,LTE
114,1631333418.688,10.350000000000001,LTE
115,1631333418.727,7.199999999999999,LTE
116,1631333418.767,11.1,LTE
117,1631333418.771,10.05,LTE
118,1631333418.806,12.75,LTE
119,1631333418.846,11.75,LTE
120,1631333418.886,11.3,LTE
121,1631333418.926,6.15,LTE
122,1631333418.966,12.1,LTE
123,1631333419.007,12.65,LTE
124,1631333419.048,12.05,LTE
125,1631333419.071,10.0,LTE
126,1631333419.081,11.350000000000001,LTE
127,1631333419.127,10.0,LTE
128,1631333419.167,8.899999999999999,LTE
129,1631333419.207,8.149999999999999,LTE
130,1631333419.246,10.05,LTE
131,1631333419.287,13.95,LTE
132,1631333419.303,9.15,LTE
133,1631333419.311,11.0,LTE
134,1631333419.319,8.25,LTE
135,1631333419.328,8.05,LTE
136,1631333419.366,9.8,LTE
137,1631333419.407,5.3500000000000005,LTE
138,1631333419.446,9.100000000000001,LTE
139,1631333419.486,8.4,LTE
140,1631333419.524,6.35,LTE
141,1631333419.551,6.9,LTE
142,1631333419.561,11.649999999999999,LTE
143,1631333419.571,8.600000000000001,LTE
144,1631333419.576,13.85,LTE
145,1631333419.607,13.1,LTE
146,1631333419.646,10.25,LTE
147,1631333419.687,10.05,LTE
148,1631333419.726,10.5,LTE
149,1631333419.767,7.55,LTE
150,1631333419.806,12.149999999999999,LTE
151,1631333419.846,5.65,LTE
152,1631333419.886,9.3,LTE
153,1631333419.927,13.25,LTE
154,1631333419.968,8.25,LTE
155,1631333420.007,6.25,LTE
156,1631333420.046,10.8,LTE
157,1631333420.064,8.45,LTE
158,1631333420.072,9.2,LTE
159,1631333420.08,9.15,LTE
160,1631333420.087,5.2,LTE
161,1631333420.126,6.4,LTE
162,1631333420.143,12.7,LTE
163,1631333420.151,9.3,LTE
164,1631333420.159,7.199999999999999,LTE
165,1631333420.167,11.25,LTE
166,1631333420.206,9.1,LTE
167,1631333420.223,6.0,LTE
168,1631333420.231,11.350000000000001,LTE
169,1631333420.239,12.2,LTE
170,1631333420.247,9.4,LTE
171,1631333420.263,7.3,LTE
172,1631333420.279,3.8,LTE
173,1631333420.287,8.35,LTE
174,1631333420.328,9.75,LTE
175,1631333420.366,8.8,LTE
176,1631333420.406,9.75,LTE
177,1631333420.446,8.95,LTE
178,1631333420.471,6.4,LTE
179,1631333420.487,5.15,LTE
180,1631333420.528,9.350000000000001,LTE
181,1631333420.566,7.45,LTE
182,1631333420.606,13.149999999999999,LTE
183,1631333420.647,7.949999999999999,LTE
184,1631333420.687,8.6,LTE
185,1631333420.727,8.7,LTE
186,1631333420.766,9.35,LTE
187,1631333420.783,10.0,LTE
188,1631333420.791,12.55,LTE
189,1631333420.799,11.95,LTE
190,1631333420.807,11.649999999999999,LTE
191,1631333420.846,10.55,LTE
192,1631333420.886,10.0,LTE
193,1631333420.926,10.15,LTE
194,1631333420.967,7.550000000000001,LTE
195,1631333421.007,7.85,LTE
196,1631333421.047,6.45,LTE
197,1631333421.087,4.8,LTE
198,1631333421.126,6.0,LTE
199,1631333421.166,8.15,LTE
200,1631333421.207,5.1499999999999995,LTE
201,1631333421.223,5.25,LTE
202,1631333421.239,5.2,LTE
203,1631333421.244,9.0,LTE
204,1631333421.271,6.55,LTE
205,1631333421.281,7.85,LTE
206,1631333421.328,8.2,LTE
207,1631333421.366,5.35,LTE
208,1631333421.406,6.449999999999999,LTE
209,1631333421.446,5.550000000000001,LTE
210,1631333421.487,7.1,LTE
211,1631333421.527,4.7,LTE
212,1631333421.566,3.3,LTE
213,1631333421.607,4.9,LTE
214,1631333421.648,4.55,LTE
215,1631333421.686,4.6,LTE
216,1631333421.726,2.45,LTE
217,1631333421.743,2.1500000000000004,LTE
218,1631333421.751,2.55,LTE
219,1631333421.759,2.75,LTE
220,1631333421.767,3.5500000000000003,LTE
221,1631333421.806,3.45,LTE
222,1631333421.847,3.1500000000000004,LTE
223,1631333421.886,4.85,LTE
224,1631333421.926,4.0,LTE
225,1631333421.943,3.35,LTE
226,1631333421.966,7.15,LTE
227,1631333421.971,7.9,LTE
228,1631333421.976,4.65,LTE
229,1631333422.006,5.2,LTE
230,1631333422.046,6.5,LTE
231,1631333422.086,7.4,LTE
232,1631333422.11,7.95,LTE
233,1631333422.12,4.25,LTE
234,1631333422.13,5.45,LTE
235,1631333422.14,5.35,LTE
236,1631333422.166,3.65,LTE
237,1631333422.183,6.85,LTE
238,1631333422.191,4.85,LTE
239,1631333422.199,3.3,LTE
240,1631333422.207,6.85,LTE
241,1631333422.223,6.75,LTE
242,1631333422.239,8.9,LTE
243,1631333422.247,6.45,LTE
244,1631333422.287,5.35,LTE
245,1631333422.327,4.449999999999999,LTE
246,1631333422.367,6.6000000000000005,LTE
247,1631333422.406,4.35,LTE
248,1631333422.446,3.65,LTE
249,1631333422.47,2.8,LTE
250,1631333422.487,3.15,LTE
251,1631333422.526,3.7,LTE
252,1631333422.55,4.9,LTE
253,1631333422.559,5.5,LTE
254,1631333422.608,5.1,LTE
255,1631333422.647,5.45,LTE
256,1631333422.686,6.0,LTE
257,1631333422.722,3.75,LTE
258,1631333422.751,5.15,LTE
259,1631333422.76,5.2,LTE
260,1631333422.77,4.800000000000001,LTE
261,1631333422.806,4.3,LTE
262,1631333422.846,3.45,LTE
263,1631333422.887,6.1,LTE
264,1631333422.927,7.2,LTE
265,1631333422.966,5.6,LTE
266,1631333423.007,4.65,LTE
267,1631333423.048,2.5,LTE
268,1631333423.086,6.1,LTE
269,1631333423.126,5.5,LTE
270,1631333423.166,3.1500000000000004,LTE
271,1631333423.206,3.15,LTE
272,1631333423.246,4.35,LTE
273,1631333423.288,5.25,LTE
274,1631333423.326,4.0,LTE
275,1631333423.368,3.1500000000000004,LTE
276,1631333423.406,3.25,LTE
277,1631333423.446,2.8,LTE
278,1631333423.486,4.45,LTE
279,1631333423.527,3.25,LTE
280,1631333423.567,4.5,LTE
281,1631333423.606,0.85,LTE
282,1631333423.646,1.5499999999999998,LTE
283,1631333423.686,3.7,LTE
284,1631333423.726,5.0,LTE
285,1631333423.767,5.65,LTE
286,1631333423.807,4.55,LTE
287,1631333423.846,5.3,LTE
288,1631333423.887,2.05,LTE
289,1631333423.926,4.85,LTE
290,1631333423.967,3.25,LTE
291,1631333424.006,2.25,LTE
292,1631333424.047,2.85,LTE
293,1631333424.086,0.7500000000000001,LTE
294,1631333424.127,1.1,LTE
295,1631333424.136,2.35,LTE
296,1631333424.167,2.95,LTE
297,1631333424.206,2.05,LTE
298,1631333424.224,1.45,LTE
299,1631333424.232,1.45,LTE
300,1631333424.24,1.15,LTE
