,TimeStamp,SNR,RAT
0,1628031854.427,13.05,LTE
1,1628031854.436,4.5,LTE
2,1628031854.446,4.3,LTE
3,1628031854.456,4.45,LTE
4,1628031854.466,4.9,LTE
5,1628031854.476,3.1,LTE
6,1628031854.486,2.6,LTE
7,1628031854.496,6.15,LTE
8,1628031854.507,4.25,LTE
9,1628031854.516,6.699999999999999,LTE
10,1628031854.526,9.3,LTE
11,1628031854.536,4.65,LTE
12,1628031854.546,9.3,LTE
13,1628031854.556,12.05,LTE
14,1628031854.566,10.55,LTE
15,1628031854.576,10.600000000000001,LTE
16,1628031854.586,9.8,LTE
17,1628031854.596,9.9,LTE
18,1628031854.606,12.7,LTE
19,1628031854.616,13.100000000000001,LTE
20,1628031854.626,12.0,LTE
21,1628031854.636,16.25,LTE
22,1628031854.646,12.75,LTE
23,1628031854.656,10.75,LTE
24,1628031854.666,10.15,LTE
25,1628031854.676,11.55,LTE
26,1628031854.686,9.45,LTE
27,1628031854.696,11.0,LTE
28,1628031854.707,10.100000000000001,LTE
29,1628031854.716,12.3,LTE
30,1628031854.726,10.95,LTE
31,1628031854.736,13.3,LTE
32,1628031854.746,11.6,LTE
33,1628031854.756,11.85,LTE
34,1628031854.766,9.8,LTE
35,1628031854.776,12.25,LTE
36,1628031854.786,9.95,LTE
37,1628031854.796,13.85,LTE
38,1628031854.806,12.399999999999999,LTE
39,1628031854.816,14.25,LTE
40,1628031854.826,12.55,LTE
41,1628031854.836,11.75,LTE
42,1628031854.846,11.3,LTE
43,1628031854.856,14.05,LTE
44,1628031854.866,11.35,LTE
45,1628031854.876,14.5,LTE
46,1628031854.886,13.649999999999999,LTE
47,1628031854.896,12.75,LTE
48,1628031854.907,10.100000000000001,LTE
49,1628031854.916,14.6,LTE
50,1628031854.926,11.05,LTE
51,1628031854.936,14.15,LTE
52,1628031854.946,7.75,LTE
53,1628031854.956,7.1,LTE
54,1628031854.966,7.949999999999999,LTE
55,1628031854.976,14.149999999999999,LTE
56,1628031854.986,12.3,LTE
57,1628031854.996,9.2,LTE
58,1628031855.006,10.3,LTE
59,1628031855.016,12.8,LTE
60,1628031855.026,11.8,LTE
61,1628031855.036,11.7,LTE
62,1628031855.046,9.75,LTE
63,1628031855.056,12.75,LTE
64,1628031855.066,12.5,LTE
65,1628031855.076,13.8,LTE
66,1628031855.086,12.6,LTE
67,1628031855.096,12.75,LTE
68,1628031855.106,8.75,LTE
69,1628031855.116,9.899999999999999,LTE
70,1628031855.126,8.75,LTE
71,1628031855.136,10.8,LTE
72,1628031855.146,7.85,LTE
73,1628031855.156,12.149999999999999,LTE
74,1628031855.166,9.8,LTE
75,1628031855.176,12.65,LTE
76,1628031855.186,11.600000000000001,LTE
77,1628031855.196,14.35,LTE
78,1628031855.206,11.45,LTE
79,1628031855.216,12.65,LTE
80,1628031855.226,10.3,LTE
81,1628031855.236,13.7,LTE
82,1628031855.246,13.85,LTE
83,1628031855.256,15.45,LTE
84,1628031855.266,13.8,LTE
85,1628031855.276,15.0,LTE
86,1628031855.286,11.399999999999999,LTE
87,1628031855.296,13.7,LTE
88,1628031855.306,14.5,LTE
89,1628031855.316,16.1,LTE
90,1628031855.326,14.55,LTE
91,1628031855.336,14.55,LTE
92,1628031855.346,13.15,LTE
93,1628031855.356,11.05,LTE
94,1628031855.366,14.15,LTE
95,1628031855.376,14.95,LTE
96,1628031855.386,13.2,LTE
97,1628031855.396,14.950000000000001,LTE
98,1628031855.406,12.55,LTE
99,1628031855.416,12.55,LTE
100,1628031855.426,12.2,LTE
101,1628031855.436,13.75,LTE
102,1628031855.446,9.649999999999999,LTE
103,1628031855.456,14.75,LTE
104,1628031855.466,11.3,LTE
105,1628031855.476,15.100000000000001,LTE
106,1628031855.486,12.25,LTE
107,1628031855.496,14.0,LTE
108,1628031855.507,10.25,LTE
109,1628031855.516,12.05,LTE
110,1628031855.526,11.1,LTE
111,1628031855.536,13.0,LTE
112,1628031855.546,12.55,LTE
113,1628031855.556,7.4,LTE
114,1628031855.566,9.7,LTE
115,1628031855.576,9.850000000000001,LTE
116,1628031855.586,8.8,LTE
117,1628031855.596,10.75,LTE
118,1628031855.606,9.95,LTE
119,1628031855.616,13.100000000000001,LTE
120,1628031855.626,11.399999999999999,LTE
121,1628031855.636,12.3,LTE
122,1628031855.646,8.85,LTE
123,1628031855.656,11.65,LTE
124,1628031855.666,11.7,LTE
125,1628031855.676,14.649999999999999,LTE
126,1628031855.686,11.6,LTE
127,1628031855.696,13.3,LTE
128,1628031855.707,10.75,LTE
129,1628031855.716,11.7,LTE
130,1628031855.726,12.65,LTE
131,1628031855.736,9.3,LTE
132,1628031855.746,11.55,LTE
133,1628031855.756,13.649999999999999,LTE
134,1628031855.766,11.55,LTE
135,1628031855.776,9.3,LTE
136,1628031855.786,9.850000000000001,LTE
137,1628031855.796,12.100000000000001,LTE
138,1628031855.806,10.850000000000001,LTE
139,1628031855.816,13.2,LTE
140,1628031855.826,10.75,LTE
141,1628031855.836,13.0,LTE
142,1628031855.846,12.55,LTE
143,1628031855.856,13.3,LTE
144,1628031855.866,12.35,LTE
145,1628031855.876,12.95,LTE
146,1628031855.886,13.05,LTE
147,1628031855.896,13.2,LTE
148,1628031855.906,12.4,LTE
149,1628031855.916,13.25,LTE
150,1628031855.926,12.75,LTE
151,1628031855.936,13.149999999999999,LTE
152,1628031855.946,14.15,LTE
153,1628031855.956,13.8,LTE
154,1628031855.966,13.149999999999999,LTE
155,1628031855.976,12.75,LTE
156,1628031855.986,11.25,LTE
157,1628031855.996,12.5,LTE
158,1628031856.006,12.05,LTE
159,1628031856.016,13.0,LTE
160,1628031856.026,11.149999999999999,LTE
161,1628031856.036,13.149999999999999,LTE
162,1628031856.046,12.75,LTE
163,1628031856.056,13.149999999999999,LTE
164,1628031856.066,12.100000000000001,LTE
165,1628031856.076,13.05,LTE
166,1628031856.086,11.2,LTE
167,1628031856.096,13.649999999999999,LTE
168,1628031856.106,11.75,LTE
169,1628031856.116,12.85,LTE
170,1628031856.126,11.0,LTE
171,1628031856.136,10.3,LTE
172,1628031856.146,10.45,LTE
173,1628031856.156,12.9,LTE
174,1628031856.166,10.5,LTE
175,1628031856.176,11.9,LTE
176,1628031856.186,10.6,LTE
177,1628031856.196,11.75,LTE
178,1628031856.206,11.85,LTE
179,1628031856.216,12.350000000000001,LTE
180,1628031856.226,11.3,LTE
181,1628031856.236,12.4,LTE
182,1628031856.246,11.149999999999999,LTE
183,1628031856.256,14.15,LTE
184,1628031856.266,13.05,LTE
185,1628031856.276,14.05,LTE
186,1628031856.286,12.45,LTE
187,1628031856.296,13.05,LTE
188,1628031856.306,12.25,LTE
189,1628031856.316,14.3,LTE
190,1628031856.326,12.75,LTE
191,1628031856.336,13.350000000000001,LTE
192,1628031856.346,12.45,LTE
193,1628031856.356,14.350000000000001,LTE
194,1628031856.366,12.85,LTE
195,1628031856.376,15.049999999999999,LTE
196,1628031856.386,13.65,LTE
197,1628031856.396,16.35,LTE
198,1628031856.406,13.15,LTE
199,1628031856.416,13.7,LTE
200,1628031856.426,13.850000000000001,LTE
201,1628031856.436,15.149999999999999,LTE
202,1628031856.446,13.850000000000001,LTE
203,1628031856.456,14.5,LTE
204,1628031856.466,13.25,LTE
205,1628031856.476,14.75,LTE
206,1628031856.486,12.850000000000001,LTE
207,1628031856.496,14.8,LTE
208,1628031856.506,13.95,LTE
209,1628031856.516,13.899999999999999,LTE
210,1628031856.526,13.45,LTE
211,1628031856.536,12.95,LTE
212,1628031856.546,12.2,LTE
213,1628031856.556,14.05,LTE
214,1628031856.566,12.95,LTE
215,1628031856.576,13.95,LTE
216,1628031856.586,13.05,LTE
217,1628031856.596,12.600000000000001,LTE
218,1628031856.606,12.5,LTE
219,1628031856.616,12.149999999999999,LTE
220,1628031856.626,12.65,LTE
221,1628031856.636,13.7,LTE
222,1628031856.646,13.95,LTE
223,1628031856.656,14.8,LTE
224,1628031856.666,12.2,LTE
225,1628031856.676,15.4,LTE
226,1628031856.686,14.4,LTE
227,1628031856.696,15.100000000000001,LTE
228,1628031856.706,12.85,LTE
229,1628031856.716,15.1,LTE
230,1628031856.726,13.100000000000001,LTE
231,1628031856.736,15.4,LTE
232,1628031856.746,13.7,LTE
233,1628031856.756,14.3,LTE
234,1628031856.766,12.65,LTE
235,1628031856.776,13.75,LTE
236,1628031856.786,11.55,LTE
237,1628031856.796,14.399999999999999,LTE
238,1628031856.806,11.850000000000001,LTE
239,1628031856.816,14.0,LTE
240,1628031856.826,9.649999999999999,LTE
241,1628031856.836,13.25,LTE
242,1628031856.846,11.95,LTE
243,1628031856.856,13.75,LTE
244,1628031856.866,13.35,LTE
245,1628031856.876,13.6,LTE
246,1628031856.886,11.2,LTE
247,1628031856.896,12.899999999999999,LTE
248,1628031856.906,11.85,LTE
249,1628031856.916,11.95,LTE
250,1628031856.926,11.4,LTE
251,1628031856.936,11.9,LTE
252,1628031856.946,10.05,LTE
253,1628031856.956,12.5,LTE
254,1628031856.966,12.4,LTE
255,1628031856.976,13.35,LTE
256,1628031856.986,12.5,LTE
257,1628031856.996,13.6,LTE
258,1628031857.006,12.149999999999999,LTE
259,1628031857.016,11.95,LTE
260,1628031857.026,10.1,LTE
261,1628031857.036,10.55,LTE
262,1628031857.046,10.850000000000001,LTE
263,1628031857.056,12.25,LTE
264,1628031857.066,11.1,LTE
265,1628031857.076,13.0,LTE
266,1628031857.086,12.15,LTE
267,1628031857.096,9.6,LTE
268,1628031857.106,9.95,LTE
269,1628031857.116,13.600000000000001,LTE
270,1628031857.126,12.85,LTE
271,1628031857.136,9.5,LTE
272,1628031857.146,9.0,LTE
273,1628031857.156,10.1,LTE
274,1628031857.166,9.75,LTE
275,1628031857.176,9.95,LTE
276,1628031857.186,9.399999999999999,LTE
277,1628031857.196,10.2,LTE
278,1628031857.206,9.5,LTE
279,1628031857.216,11.3,LTE
280,1628031857.226,13.85,LTE
281,1628031857.236,16.15,LTE
282,1628031857.246,14.850000000000001,LTE
283,1628031857.256,16.55,LTE
284,1628031857.266,16.05,LTE
285,1628031857.276,16.25,LTE
286,1628031857.286,12.8,LTE
287,1628031857.296,15.149999999999999,LTE
288,1628031857.306,14.3,LTE
289,1628031857.316,15.350000000000001,LTE
290,1628031857.326,14.4,LTE
291,1628031857.336,14.899999999999999,LTE
292,1628031857.346,13.9,LTE
293,1628031857.356,16.0,LTE
294,1628031857.366,14.55,LTE
295,1628031857.376,15.95,LTE
296,1628031857.386,13.55,LTE
297,1628031857.396,14.0,LTE
298,1628031857.406,13.649999999999999,LTE
299,1628031857.416,15.55,LTE
300,1628031857.426,11.55,LTE
301,1628031857.436,14.350000000000001,LTE
302,1628031857.446,14.100000000000001,LTE
303,1628031857.456,14.649999999999999,LTE
304,1628031857.466,14.2,LTE
305,1628031857.476,15.3,LTE
306,1628031857.486,13.7,LTE
307,1628031857.496,14.25,LTE
308,1628031857.506,12.6,LTE
309,1628031857.516,14.350000000000001,LTE
310,1628031857.526,12.0,LTE
311,1628031857.536,13.3,LTE
312,1628031857.546,11.95,LTE
313,1628031857.556,12.35,LTE
314,1628031857.566,9.600000000000001,LTE
315,1628031857.576,11.45,LTE
316,1628031857.586,8.8,LTE
317,1628031857.596,10.7,LTE
318,1628031857.606,10.75,LTE
319,1628031857.616,10.8,LTE
320,1628031857.626,10.0,LTE
321,1628031857.636,9.649999999999999,LTE
322,1628031857.646,9.75,LTE
323,1628031857.656,12.149999999999999,LTE
324,1628031857.666,10.399999999999999,LTE
325,1628031857.676,12.600000000000001,LTE
326,1628031857.686,10.0,LTE
327,1628031857.696,11.45,LTE
328,1628031857.707,12.149999999999999,LTE
329,1628031857.716,11.2,LTE
330,1628031857.726,10.3,LTE
331,1628031857.736,12.05,LTE
332,1628031857.746,10.850000000000001,LTE
333,1628031857.756,12.7,LTE
334,1628031857.766,11.649999999999999,LTE
335,1628031857.776,13.1,LTE
336,1628031857.786,14.45,LTE
337,1628031857.796,15.0,LTE
338,1628031857.806,13.85,LTE
339,1628031857.816,15.35,LTE
340,1628031857.826,13.7,LTE
341,1628031857.836,15.8,LTE
342,1628031857.846,13.0,LTE
343,1628031857.856,15.850000000000001,LTE
344,1628031857.866,14.75,LTE
345,1628031857.876,15.55,LTE
346,1628031857.886,15.05,LTE
347,1628031857.896,14.55,LTE
348,1628031857.907,13.65,LTE
349,1628031857.916,15.5,LTE
350,1628031857.926,14.3,LTE
351,1628031857.936,16.6,LTE
352,1628031857.946,15.5,LTE
353,1628031857.956,16.299999999999997,LTE
354,1628031857.966,16.299999999999997,LTE
355,1628031857.976,16.1,LTE
356,1628031857.986,14.7,LTE
357,1628031857.996,16.45,LTE
358,1628031858.006,15.45,LTE
359,1628031858.016,15.55,LTE
360,1628031858.026,15.5,LTE
361,1628031858.036,17.75,LTE
362,1628031858.046,17.0,LTE
363,1628031858.056,17.6,LTE
364,1628031858.066,15.799999999999999,LTE
365,1628031858.076,16.35,LTE
366,1628031858.086,15.75,LTE
367,1628031858.096,17.95,LTE
368,1628031858.107,17.5,LTE
369,1628031858.116,17.9,LTE
370,1628031858.126,16.65,LTE
371,1628031858.136,17.55,LTE
372,1628031858.146,16.1,LTE
373,1628031858.156,16.45,LTE
374,1628031858.166,14.35,LTE
375,1628031858.176,15.75,LTE
376,1628031858.186,13.75,LTE
377,1628031858.196,13.75,LTE
378,1628031858.206,13.55,LTE
379,1628031858.216,14.899999999999999,LTE
380,1628031858.227,11.75,LTE
381,1628031858.236,11.8,LTE
382,1628031858.246,12.25,LTE
383,1628031858.256,12.25,LTE
384,1628031858.266,11.95,LTE
385,1628031858.276,12.05,LTE
386,1628031858.286,12.45,LTE
387,1628031858.296,11.899999999999999,LTE
388,1628031858.307,8.649999999999999,LTE
389,1628031858.316,12.05,LTE
390,1628031858.326,11.15,LTE
391,1628031858.336,13.55,LTE
392,1628031858.346,11.45,LTE
393,1628031858.356,10.15,LTE
394,1628031858.366,11.55,LTE
395,1628031858.376,13.149999999999999,LTE
396,1628031858.386,12.05,LTE
397,1628031858.396,13.9,LTE
398,1628031858.406,13.5,LTE
399,1628031858.416,13.1,LTE
400,1628031858.426,13.4,LTE
401,1628031858.436,13.75,LTE
402,1628031858.446,12.85,LTE
403,1628031858.456,11.3,LTE
404,1628031858.466,12.4,LTE
405,1628031858.476,14.350000000000001,LTE
406,1628031858.486,10.15,LTE
407,1628031858.496,15.05,LTE
408,1628031858.506,14.7,LTE
409,1628031858.516,15.6,LTE
410,1628031858.526,13.15,LTE
411,1628031858.536,14.600000000000001,LTE
412,1628031858.546,13.5,LTE
413,1628031858.556,14.45,LTE
414,1628031858.566,13.55,LTE
415,1628031858.576,15.15,LTE
416,1628031858.586,16.15,LTE
417,1628031858.596,16.75,LTE
418,1628031858.606,14.35,LTE
419,1628031858.616,16.65,LTE
420,1628031858.626,16.950000000000003,LTE
421,1628031858.636,15.2,LTE
422,1628031858.646,14.9,LTE
423,1628031858.656,15.2,LTE
424,1628031858.666,14.65,LTE
425,1628031858.676,16.85,LTE
426,1628031858.686,16.049999999999997,LTE
427,1628031858.696,17.85,LTE
428,1628031858.707,14.649999999999999,LTE
429,1628031858.716,16.1,LTE
430,1628031858.726,14.899999999999999,LTE
431,1628031858.736,15.8,LTE
432,1628031858.746,14.850000000000001,LTE
433,1628031858.756,15.45,LTE
434,1628031858.766,14.45,LTE
435,1628031858.776,15.95,LTE
436,1628031858.786,14.3,LTE
437,1628031858.796,15.850000000000001,LTE
438,1628031858.806,13.1,LTE
439,1628031858.816,15.3,LTE
440,1628031858.826,13.9,LTE
441,1628031858.836,16.35,LTE
442,1628031858.846,14.75,LTE
443,1628031858.856,14.65,LTE
444,1628031858.866,15.15,LTE
445,1628031858.876,15.8,LTE
446,1628031858.886,14.899999999999999,LTE
447,1628031858.896,16.0,LTE
448,1628031858.907,15.65,LTE
449,1628031858.916,16.15,LTE
450,1628031858.926,16.35,LTE
451,1628031858.936,17.65,LTE
452,1628031858.946,16.25,LTE
453,1628031858.956,18.25,LTE
454,1628031858.966,16.0,LTE
455,1628031858.976,17.950000000000003,LTE
456,1628031858.986,17.299999999999997,LTE
457,1628031858.996,18.4,LTE
458,1628031859.006,16.1,LTE
459,1628031859.016,18.4,LTE
460,1628031859.026,16.9,LTE
461,1628031859.036,20.299999999999997,LTE
462,1628031859.046,18.45,LTE
463,1628031859.056,18.15,LTE
464,1628031859.066,16.7,LTE
465,1628031859.076,17.75,LTE
466,1628031859.086,15.35,LTE
467,1628031859.096,16.4,LTE
468,1628031859.106,13.2,LTE
469,1628031859.116,13.95,LTE
470,1628031859.126,15.85,LTE
471,1628031859.136,15.600000000000001,LTE
472,1628031859.146,14.55,LTE
473,1628031859.156,14.65,LTE
474,1628031859.166,14.25,LTE
475,1628031859.176,16.75,LTE
476,1628031859.186,15.1,LTE
477,1628031859.196,15.649999999999999,LTE
478,1628031859.206,14.15,LTE
479,1628031859.216,14.25,LTE
480,1628031859.226,14.2,LTE
481,1628031859.236,14.8,LTE
482,1628031859.246,14.4,LTE
483,1628031859.256,16.2,LTE
484,1628031859.266,15.15,LTE
485,1628031859.276,15.05,LTE
486,1628031859.286,13.95,LTE
487,1628031859.296,15.6,LTE
488,1628031859.306,15.9,LTE
489,1628031859.316,17.4,LTE
490,1628031859.326,15.75,LTE
491,1628031859.336,15.8,LTE
492,1628031859.346,14.95,LTE
493,1628031859.356,16.65,LTE
494,1628031859.366,14.7,LTE
495,1628031859.376,15.0,LTE
496,1628031859.386,14.4,LTE
497,1628031859.396,12.7,LTE
498,1628031859.406,10.9,LTE
499,1628031859.416,11.9,LTE
500,1628031859.426,10.65,LTE
501,1628031859.436,11.15,LTE
502,1628031859.446,12.350000000000001,LTE
503,1628031859.456,11.05,LTE
504,1628031859.466,11.65,LTE
505,1628031859.476,11.95,LTE
506,1628031859.486,13.45,LTE
507,1628031859.496,14.1,LTE
508,1628031859.506,12.75,LTE
509,1628031859.516,13.95,LTE
510,1628031859.526,12.95,LTE
511,1628031859.536,14.8,LTE
512,1628031859.546,13.25,LTE
513,1628031859.556,13.399999999999999,LTE
514,1628031859.566,12.35,LTE
515,1628031859.576,13.149999999999999,LTE
516,1628031859.586,13.2,LTE
517,1628031859.596,12.85,LTE
518,1628031859.606,12.65,LTE
519,1628031859.616,12.95,LTE
520,1628031859.626,11.65,LTE
521,1628031859.636,8.9,LTE
522,1628031859.646,8.15,LTE
523,1628031859.656,9.7,LTE
524,1628031859.666,12.600000000000001,LTE
525,1628031859.676,14.5,LTE
526,1628031859.686,14.1,LTE
527,1628031859.696,14.899999999999999,LTE
528,1628031859.706,13.5,LTE
529,1628031859.716,14.95,LTE
530,1628031859.726,14.850000000000001,LTE
531,1628031859.736,15.100000000000001,LTE
532,1628031859.746,14.0,LTE
533,1628031859.756,15.8,LTE
534,1628031859.766,13.6,LTE
535,1628031859.776,15.8,LTE
536,1628031859.786,14.350000000000001,LTE
537,1628031859.796,15.95,LTE
538,1628031859.806,15.649999999999999,LTE
539,1628031859.816,17.25,LTE
540,1628031859.826,15.200000000000001,LTE
541,1628031859.836,16.1,LTE
542,1628031859.846,15.899999999999999,LTE
543,1628031859.856,16.950000000000003,LTE
544,1628031859.866,16.75,LTE
545,1628031859.876,16.25,LTE
546,1628031859.886,14.5,LTE
547,1628031859.896,14.6,LTE
548,1628031859.907,14.850000000000001,LTE
549,1628031859.916,14.8,LTE
550,1628031859.926,13.2,LTE
551,1628031859.936,12.899999999999999,LTE
552,1628031859.946,13.100000000000001,LTE
553,1628031859.956,13.6,LTE
554,1628031859.966,12.8,LTE
555,1628031859.976,13.15,LTE
556,1628031859.986,13.05,LTE
557,1628031859.996,14.25,LTE
558,1628031860.006,12.55,LTE
559,1628031860.016,13.45,LTE
560,1628031860.026,13.3,LTE
561,1628031860.036,13.65,LTE
562,1628031860.046,13.1,LTE
563,1628031860.056,13.95,LTE
564,1628031860.066,14.149999999999999,LTE
565,1628031860.076,14.75,LTE
566,1628031860.086,14.15,LTE
567,1628031860.096,16.6,LTE
568,1628031860.107,17.0,LTE
569,1628031860.116,17.35,LTE
